,number,value,datetime_start,datetime_complete,duration,params_input_scaling,params_leaking_rate,params_ridge,params_spectral_radius,user_attrs_n_folds,user_attrs_n_inits,user_attrs_seeds,user_attrs_top10_accuracy,state
93,93,0.016162825006531847,2023-02-04 19:25:42,2023-02-04 19:28:47,0 days 00:03:05,0.043710027773041685,1.1939933075981854e-06,1.3144460312910533e-06,0.5259413835229385,3,1,[69065],0.12083937551594398,COMPLETE
94,94,0.022803517625443498,2023-02-04 19:28:47,2023-02-04 19:31:46,0 days 00:02:59,0.0014724141654831584,0.12214330583292822,0.00023206670414504756,0.08773171003549796,3,1,[69065],0.14670878195228956,COMPLETE
95,95,0.016491711413259176,2023-02-04 19:31:46,2023-02-04 19:34:53,0 days 00:03:07,0.2192557670620829,0.000176499011325447,3.3225846157413206e-06,3.648413159709972,3,1,[69065],0.10478693002975838,COMPLETE
96,96,0.02159953749375716,2023-02-04 19:34:53,2023-02-04 19:38:03,0 days 00:03:10,0.5854544649448579,0.0028565606314741687,8.556431018347856e-08,0.8600735051510924,3,1,[69065],0.13693077847989887,COMPLETE
97,97,0.015324412645942295,2023-02-04 19:38:03,2023-02-04 19:41:03,0 days 00:03:00,0.05875052034284496,0.00013013132727216666,0.0012584491503438162,39.59044277039657,3,1,[69065],0.10380245108662252,COMPLETE
98,98,0.02108855003550138,2023-02-04 19:41:03,2023-02-04 19:44:11,0 days 00:03:08,0.01704034544275183,0.061258680981025555,0.0007342324806956684,2.2860981882268923,3,1,[69065],0.13809884393804514,COMPLETE
99,99,0.02003073232271502,2023-02-04 19:44:11,2023-02-04 19:47:20,0 days 00:03:09,0.21612218579813686,0.6568513475783665,2.132117223130628e-08,0.07451836219179517,3,1,[69065],0.1414186032498347,COMPLETE
100,100,0.015104971355112864,2023-02-04 19:47:20,2023-02-04 19:50:24,0 days 00:03:04,0.007309772734753541,1.0176501779480499e-05,6.310797392242294e-07,13.1337657123109,3,1,[69065],0.08501145783505916,COMPLETE
101,101,0.017293777836717136,2023-02-04 19:50:24,2023-02-04 19:53:31,0 days 00:03:07,0.27363878197115504,7.861293552667427e-06,1.5769644300307966e-07,10.022616623032112,3,1,[69065],0.10234251601335624,COMPLETE
102,102,0.02816698717937199,2023-02-04 19:53:31,2023-02-04 19:56:31,0 days 00:03:00,0.00023022632359307723,0.0007826667177065888,0.0005480493987211287,0.0005775565176798966,3,1,[69065],0.18049487017947632,COMPLETE
103,103,0.022001019938393995,2023-02-04 19:56:31,2023-02-04 19:59:31,0 days 00:03:00,0.00881934521401701,0.001273088173434641,3.829097879323651e-06,0.005584875104079723,3,1,[69065],0.1420751781088684,COMPLETE
104,104,0.02046839299086452,2023-02-04 19:59:31,2023-02-04 20:02:38,0 days 00:03:07,0.006480102088803806,0.006333181419452757,1.2340434386851324e-05,6.178310988451054,3,1,[69065],0.13641962330802415,COMPLETE
105,105,0.02229278173761612,2023-02-04 20:02:38,2023-02-04 20:05:45,0 days 00:03:07,0.21227375713982527,0.002221231591179682,1.160008985669527e-06,0.00023565858232353396,3,1,[69065],0.13426742631352406,COMPLETE
106,106,0.026707986510554036,2023-02-04 20:05:45,2023-02-04 20:08:46,0 days 00:03:01,0.00026455213621944104,3.1228950532009937e-06,3.3134433932455816e-07,0.013184836979247704,3,1,[69065],0.17432892689758675,COMPLETE
107,107,0.019155099518266588,2023-02-04 20:08:46,2023-02-04 20:11:52,0 days 00:03:06,2.9788718101191844,0.00010426061946143008,0.007404238384079111,0.0021277167810789086,3,1,[69065],0.12157009177409023,COMPLETE
108,108,0.021745460321772953,2023-02-04 20:11:52,2023-02-04 20:14:55,0 days 00:03:03,0.0015485611277589002,0.03839373475994541,2.502965218707832e-06,0.0003090821675098762,3,1,[69065],0.14466541911693268,COMPLETE
109,109,0.027619833477147762,2023-02-04 20:14:55,2023-02-04 20:17:56,0 days 00:03:01,0.00011853208293187332,4.497066334863017e-05,4.468998224664436e-06,0.0006403690125456487,3,1,[69065],0.17929081817052472,COMPLETE
110,110,0.020760238646896106,2023-02-04 20:17:56,2023-02-04 20:20:58,0 days 00:03:02,0.008419809891514304,0.575109610676197,4.517851517180573e-05,0.019948224438370007,3,1,[69065],0.14065212805222316,COMPLETE
111,111,0.022329355286087687,2023-02-04 20:20:58,2023-02-04 20:23:57,0 days 00:02:59,24.863708816718333,0.0011971542425226749,2.983300812441336e-08,0.010140080322182256,3,1,[69065],0.13226092453569982,COMPLETE
112,112,0.019629034246282418,2023-02-04 20:23:57,2023-02-04 20:27:06,0 days 00:03:09,1.82607176390834,2.2873717818290237e-05,0.0057453287803510035,0.25188039216746266,3,1,[69065],0.126130021420623,COMPLETE
113,113,0.02149015227558031,2023-02-04 20:27:06,2023-02-04 20:30:07,0 days 00:03:01,0.00563033304593679,0.0009408589940493228,3.730390718423255e-05,0.11403432428708601,3,1,[69065],0.14192950685128103,COMPLETE
114,114,0.020906269290809784,2023-02-04 20:30:07,2023-02-04 20:33:16,0 days 00:03:09,1.3297922861509892,0.026257828733654533,1.3469807898921013e-07,0.056925624593244885,3,1,[69065],0.1364562926928494,COMPLETE
115,115,0.01214959383954335,2023-02-04 20:33:16,2023-02-04 20:36:26,0 days 00:03:10,2.0932738333954353,1.511761325450767e-05,3.8097087988724154e-05,8.749972478540471,3,1,[69065],0.10230524765132053,COMPLETE
116,116,0.018133064704033978,2023-02-04 20:36:26,2023-02-04 20:39:32,0 days 00:03:06,6.218880687706955,2.5979836748345416e-05,0.00022342187581650538,0.0021011981082246583,3,1,[69065],0.11613355898002807,COMPLETE
117,117,0.02159969322783188,2023-02-04 20:39:32,2023-02-04 20:42:40,0 days 00:03:08,3.890921659197928,0.552012122755997,7.152805105230478e-07,0.02242150526136661,3,1,[69065],0.1408713297521684,COMPLETE
118,118,0.0199212512681845,2023-02-04 20:42:40,2023-02-04 20:45:49,0 days 00:03:09,0.2892983930522053,0.6976048971830676,4.111978836942514e-07,0.003004494133597693,3,1,[69065],0.14152798846801154,COMPLETE
119,119,0.020359211424939228,2023-02-04 20:45:49,2023-02-04 20:48:58,0 days 00:03:09,1.69924570216027,0.00032823470734093696,7.634980431953924e-08,0.00016324643533594893,3,1,[69065],0.12452575679872076,COMPLETE
